"MUSTARD, PLUM, GREEN, SCARLET, TARTAR, RELISH, KETCHUP, MAYO, PRIME, PEACOCK, HULU, NETFLIX, BLUE, GLUM, DOWN, LOW","MUSTARD, PLUM, GREEN, SCARLET"
"MUSTARD, PLUM, GREEN, SCARLET, TARTAR, RELISH, KETCHUP, MAYO, PRIME, PEACOCK, HULU, NETFLIX, BLUE, GLUM, DOWN, LOW","TARTAR, RELISH, KETCHUP, MAYO"
"MUSTARD, PLUM, GREEN, SCARLET, TARTAR, RELISH, KETCHUP, MAYO, PRIME, PEACOCK, HULU, NETFLIX, BLUE, GLUM, DOWN, LOW","PRIME, PEACOCK, HULU, NETFLIX"
"MUSTARD, PLUM, GREEN, SCARLET, TARTAR, RELISH, KETCHUP, MAYO, PRIME, PEACOCK, HULU, NETFLIX, BLUE, GLUM, DOWN, LOW","BLUE, GLUM, DOWN, LOW"
"WONDER, SIN, SEA, SISTER, GO, CHANCE, JAIL, BOARDWALK, FUTURE, ICE CUBE, Q-TIP, COMMON, BABY, ROYAL, MIDNIGHT, POWDER","WONDER, SIN, SEA, SISTER"
"WONDER, SIN, SEA, SISTER, GO, CHANCE, JAIL, BOARDWALK, FUTURE, ICE CUBE, Q-TIP, COMMON, BABY, ROYAL, MIDNIGHT, POWDER","GO, CHANCE, JAIL, BOARDWALK"
"WONDER, SIN, SEA, SISTER, GO, CHANCE, JAIL, BOARDWALK, FUTURE, ICE CUBE, Q-TIP, COMMON, BABY, ROYAL, MIDNIGHT, POWDER","FUTURE, ICE CUBE, Q-TIP, COMMON"
"WONDER, SIN, SEA, SISTER, GO, CHANCE, JAIL, BOARDWALK, FUTURE, ICE CUBE, Q-TIP, COMMON, BABY, ROYAL, MIDNIGHT, POWDER","BABY, ROYAL, MIDNIGHT, POWDER"
"CUB, JOEY, CALF, KID, KNEE, ANKLE, SHIN, THIGH, JOHN, THRONE, HEAD, CAN, STAR, SILVER, JELLY, CRAY","CUB, JOEY, CALF, KID"
"CUB, JOEY, CALF, KID, KNEE, ANKLE, SHIN, THIGH, JOHN, THRONE, HEAD, CAN, STAR, SILVER, JELLY, CRAY","KNEE, ANKLE, SHIN, THIGH"
"CUB, JOEY, CALF, KID, KNEE, ANKLE, SHIN, THIGH, JOHN, THRONE, HEAD, CAN, STAR, SILVER, JELLY, CRAY","JOHN, THRONE, HEAD, CAN"
"CUB, JOEY, CALF, KID, KNEE, ANKLE, SHIN, THIGH, JOHN, THRONE, HEAD, CAN, STAR, SILVER, JELLY, CRAY","STAR, SILVER, JELLY, CRAY"
"CHESS, GO, CHECKERS, BACKGAMMON, KING, TWIN, QUEEN, FULL, FIRE TRUCK, RUBY, CHERRY, STOP SIGN, LOCKSMITH, PIANO, FLORIDA, CRYPTOGRAPHY","CHESS, GO, CHECKERS, BACKGAMMON"
"CHESS, GO, CHECKERS, BACKGAMMON, KING, TWIN, QUEEN, FULL, FIRE TRUCK, RUBY, CHERRY, STOP SIGN, LOCKSMITH, PIANO, FLORIDA, CRYPTOGRAPHY","KING, TWIN, QUEEN, FULL"
"CHESS, GO, CHECKERS, BACKGAMMON, KING, TWIN, QUEEN, FULL, FIRE TRUCK, RUBY, CHERRY, STOP SIGN, LOCKSMITH, PIANO, FLORIDA, CRYPTOGRAPHY","FIRE TRUCK, RUBY, CHERRY, STOP SIGN"
"CHESS, GO, CHECKERS, BACKGAMMON, KING, TWIN, QUEEN, FULL, FIRE TRUCK, RUBY, CHERRY, STOP SIGN, LOCKSMITH, PIANO, FLORIDA, CRYPTOGRAPHY","LOCKSMITH, PIANO, FLORIDA, CRYPTOGRAPHY"
"ANT, MANTIS, BEETLE, TERMITE, SQUASH, CRICKET, POLO, FENCING, TEE, TANK, CAMI, HALTER, CARROT, CORN, ONION, BEET","ANT, MANTIS, BEETLE, TERMITE"
"ANT, MANTIS, BEETLE, TERMITE, SQUASH, CRICKET, POLO, FENCING, TEE, TANK, CAMI, HALTER, CARROT, CORN, ONION, BEET","SQUASH, CRICKET, POLO, FENCING"
"ANT, MANTIS, BEETLE, TERMITE, SQUASH, CRICKET, POLO, FENCING, TEE, TANK, CAMI, HALTER, CARROT, CORN, ONION, BEET","TEE, TANK, CAMI, HALTER"
"ANT, MANTIS, BEETLE, TERMITE, SQUASH, CRICKET, POLO, FENCING, TEE, TANK, CAMI, HALTER, CARROT, CORN, ONION, BEET","CARROT, CORN, ONION, BEET"
"TURKEY, JAY, CRANE, SWALLOW, JORDAN, GEORGIA, TOGO, CHAD, KIWI, ORANGE, DATE, LEMON, TWINS, GOAT, SCALES, FISH","TURKEY, JAY, CRANE, SWALLOW"
"TURKEY, JAY, CRANE, SWALLOW, JORDAN, GEORGIA, TOGO, CHAD, KIWI, ORANGE, DATE, LEMON, TWINS, GOAT, SCALES, FISH","JORDAN, GEORGIA, TOGO, CHAD"
"TURKEY, JAY, CRANE, SWALLOW, JORDAN, GEORGIA, TOGO, CHAD, KIWI, ORANGE, DATE, LEMON, TWINS, GOAT, SCALES, FISH","KIWI, ORANGE, DATE, LEMON"
"TURKEY, JAY, CRANE, SWALLOW, JORDAN, GEORGIA, TOGO, CHAD, KIWI, ORANGE, DATE, LEMON, TWINS, GOAT, SCALES, FISH","TWINS, GOAT, SCALES, FISH"
"GINGER, BABY, SCARY, POSH, CUMIN, CORIANDER, CLOVE, CARDAMOM, SUGAR, BOO, SWEETIE, HONEY, ANGEL, BIRD, AIRPLANE, PEGASUS","GINGER, BABY, SCARY, POSH"
"GINGER, BABY, SCARY, POSH, CUMIN, CORIANDER, CLOVE, CARDAMOM, SUGAR, BOO, SWEETIE, HONEY, ANGEL, BIRD, AIRPLANE, PEGASUS","CUMIN, CORIANDER, CLOVE, CARDAMOM"
"GINGER, BABY, SCARY, POSH, CUMIN, CORIANDER, CLOVE, CARDAMOM, SUGAR, BOO, SWEETIE, HONEY, ANGEL, BIRD, AIRPLANE, PEGASUS","SUGAR, BOO, SWEETIE, HONEY"
"GINGER, BABY, SCARY, POSH, CUMIN, CORIANDER, CLOVE, CARDAMOM, SUGAR, BOO, SWEETIE, HONEY, ANGEL, BIRD, AIRPLANE, PEGASUS","ANGEL, BIRD, AIRPLANE, PEGASUS"
"SCHOOL, PACK, FLOCK, POD, LUST, PRIDE, GREED, ENVY, SLOTH, SNAIL, LORIS, TORTOISE, TAN, SEC, COT, SIN","SCHOOL, PACK, FLOCK, POD"
"SCHOOL, PACK, FLOCK, POD, LUST, PRIDE, GREED, ENVY, SLOTH, SNAIL, LORIS, TORTOISE, TAN, SEC, COT, SIN","LUST, PRIDE, GREED, ENVY"
"SCHOOL, PACK, FLOCK, POD, LUST, PRIDE, GREED, ENVY, SLOTH, SNAIL, LORIS, TORTOISE, TAN, SEC, COT, SIN","SLOTH, SNAIL, LORIS, TORTOISE"
"SCHOOL, PACK, FLOCK, POD, LUST, PRIDE, GREED, ENVY, SLOTH, SNAIL, LORIS, TORTOISE, TAN, SEC, COT, SIN","TAN, SEC, COT, SIN"
"FRONTIER, SPIRIT, VIRGIN, UNITED, IOTA, DELTA, CHI, BETA, KNEW, NEW, NU, GNU, GNOME, GNOCCHI, GNAW, GNAT","FRONTIER, SPIRIT, VIRGIN, UNITED"
"FRONTIER, SPIRIT, VIRGIN, UNITED, IOTA, DELTA, CHI, BETA, KNEW, NEW, NU, GNU, GNOME, GNOCCHI, GNAW, GNAT","IOTA, DELTA, CHI, BETA"
"FRONTIER, SPIRIT, VIRGIN, UNITED, IOTA, DELTA, CHI, BETA, KNEW, NEW, NU, GNU, GNOME, GNOCCHI, GNAW, GNAT","KNEW, NEW, NU, GNU"
"FRONTIER, SPIRIT, VIRGIN, UNITED, IOTA, DELTA, CHI, BETA, KNEW, NEW, NU, GNU, GNOME, GNOCCHI, GNAW, GNAT","GNOME, GNOCCHI, GNAW, GNAT"
"CANOPY, MURPHY, BUNK, TRUNDLE, MARX, WRIGHT, JONAS, WARNER, PASSPORT, PILOT, ACCORD, CIVIC, LINK, SONIC, CRASH, MARIO","CANOPY, MURPHY, BUNK, TRUNDLE"
"CANOPY, MURPHY, BUNK, TRUNDLE, MARX, WRIGHT, JONAS, WARNER, PASSPORT, PILOT, ACCORD, CIVIC, LINK, SONIC, CRASH, MARIO","MARX, WRIGHT, JONAS, WARNER"
"CANOPY, MURPHY, BUNK, TRUNDLE, MARX, WRIGHT, JONAS, WARNER, PASSPORT, PILOT, ACCORD, CIVIC, LINK, SONIC, CRASH, MARIO","PASSPORT, PILOT, ACCORD, CIVIC"
"CANOPY, MURPHY, BUNK, TRUNDLE, MARX, WRIGHT, JONAS, WARNER, PASSPORT, PILOT, ACCORD, CIVIC, LINK, SONIC, CRASH, MARIO","LINK, SONIC, CRASH, MARIO"
"TWEET, CAW, CHIRP, CLUCK, BROWN, PINK, VIOLET, TURQUOISE, SILVER, SPARROW, HOOK, JONES, ROD, TACKLE, REEL, LURE","TWEET, CAW, CHIRP, CLUCK"
"TWEET, CAW, CHIRP, CLUCK, BROWN, PINK, VIOLET, TURQUOISE, SILVER, SPARROW, HOOK, JONES, ROD, TACKLE, REEL, LURE","BROWN, PINK, VIOLET, TURQUOISE"
"TWEET, CAW, CHIRP, CLUCK, BROWN, PINK, VIOLET, TURQUOISE, SILVER, SPARROW, HOOK, JONES, ROD, TACKLE, REEL, LURE","SILVER, SPARROW, HOOK, JONES"
"TWEET, CAW, CHIRP, CLUCK, BROWN, PINK, VIOLET, TURQUOISE, SILVER, SPARROW, HOOK, JONES, ROD, TACKLE, REEL, LURE","ROD, TACKLE, REEL, LURE"
"ESPRESSO, LATTE, AMERICANO, CAPPUCCINO, BEAN, CLEAN, PEANUT, FOX, FOREST, KELLY, EMERALD, OLIVE, ALMOND, PECAN, WALNUT, CASHEW","ESPRESSO, LATTE, AMERICANO, CAPPUCCINO"
"ESPRESSO, LATTE, AMERICANO, CAPPUCCINO, BEAN, CLEAN, PEANUT, FOX, FOREST, KELLY, EMERALD, OLIVE, ALMOND, PECAN, WALNUT, CASHEW","BEAN, CLEAN, PEANUT, FOX"
"ESPRESSO, LATTE, AMERICANO, CAPPUCCINO, BEAN, CLEAN, PEANUT, FOX, FOREST, KELLY, EMERALD, OLIVE, ALMOND, PECAN, WALNUT, CASHEW","FOREST, KELLY, EMERALD, OLIVE"
"ESPRESSO, LATTE, AMERICANO, CAPPUCCINO, BEAN, CLEAN, PEANUT, FOX, FOREST, KELLY, EMERALD, OLIVE, ALMOND, PECAN, WALNUT, CASHEW","ALMOND, PECAN, WALNUT, CASHEW"
"TIDE, GAIN, ERA, ALL, SCARF, ASCOT, BOLO, TIE, STERN, BOW, PORT, STARBOARD, BERMUDA, LOVE, RIGHT, ACUTE","TIDE, GAIN, ERA, ALL"
"TIDE, GAIN, ERA, ALL, SCARF, ASCOT, BOLO, TIE, STERN, BOW, PORT, STARBOARD, BERMUDA, LOVE, RIGHT, ACUTE","SCARF, ASCOT, BOLO, TIE"
"TIDE, GAIN, ERA, ALL, SCARF, ASCOT, BOLO, TIE, STERN, BOW, PORT, STARBOARD, BERMUDA, LOVE, RIGHT, ACUTE","STERN, BOW, PORT, STARBOARD"
"TIDE, GAIN, ERA, ALL, SCARF, ASCOT, BOLO, TIE, STERN, BOW, PORT, STARBOARD, BERMUDA, LOVE, RIGHT, ACUTE","BERMUDA, LOVE, RIGHT, ACUTE"
"CUP, RIBBON, MEDAL, TROPHY, QUAD, LAT, TRI, PEC, BILL, BEAR, COMMANDER, BROWN, GREY, HOUSE, QUINN, HOWSER","CUP, RIBBON, MEDAL, TROPHY"
"CUP, RIBBON, MEDAL, TROPHY, QUAD, LAT, TRI, PEC, BILL, BEAR, COMMANDER, BROWN, GREY, HOUSE, QUINN, HOWSER","QUAD, LAT, TRI, PEC"
"CUP, RIBBON, MEDAL, TROPHY, QUAD, LAT, TRI, PEC, BILL, BEAR, COMMANDER, BROWN, GREY, HOUSE, QUINN, HOWSER","BILL, BEAR, COMMANDER, BROWN"
"CUP, RIBBON, MEDAL, TROPHY, QUAD, LAT, TRI, PEC, BILL, BEAR, COMMANDER, BROWN, GREY, HOUSE, QUINN, HOWSER","GREY, HOUSE, QUINN, HOWSER"
"GARLIC, MIRROR, STAKE, CRUCIFIX, PORK, BEEF, POULTRY, VENISON, CREAM, EGGSHELL, VANILLA, IVORY, ROW, SPAT, TIFF, QUARREL","GARLIC, MIRROR, STAKE, CRUCIFIX"
"GARLIC, MIRROR, STAKE, CRUCIFIX, PORK, BEEF, POULTRY, VENISON, CREAM, EGGSHELL, VANILLA, IVORY, ROW, SPAT, TIFF, QUARREL","PORK, BEEF, POULTRY, VENISON"
"GARLIC, MIRROR, STAKE, CRUCIFIX, PORK, BEEF, POULTRY, VENISON, CREAM, EGGSHELL, VANILLA, IVORY, ROW, SPAT, TIFF, QUARREL","CREAM, EGGSHELL, VANILLA, IVORY"
"GARLIC, MIRROR, STAKE, CRUCIFIX, PORK, BEEF, POULTRY, VENISON, CREAM, EGGSHELL, VANILLA, IVORY, ROW, SPAT, TIFF, QUARREL","ROW, SPAT, TIFF, QUARREL"
"STONE, BONG, FORD, LEE, OAT, BARLEY, SPELT, RYE, KING, EARL, BARON, PRINCE, RICE, DUKE, BROWN, HOWARD","STONE, BONG, FORD, LEE"
"STONE, BONG, FORD, LEE, OAT, BARLEY, SPELT, RYE, KING, EARL, BARON, PRINCE, RICE, DUKE, BROWN, HOWARD","OAT, BARLEY, SPELT, RYE"
"STONE, BONG, FORD, LEE, OAT, BARLEY, SPELT, RYE, KING, EARL, BARON, PRINCE, RICE, DUKE, BROWN, HOWARD","KING, EARL, BARON, PRINCE"
"STONE, BONG, FORD, LEE, OAT, BARLEY, SPELT, RYE, KING, EARL, BARON, PRINCE, RICE, DUKE, BROWN, HOWARD","RICE, DUKE, BROWN, HOWARD"
"BABY, WAYNE, KIM, JON, POP, RAP, JAZZ, PUNK, OPERA, SAFARI, CHROME, EDGE, JO, MEG, BETH, AMY","BABY, WAYNE, KIM, JON"
"BABY, WAYNE, KIM, JON, POP, RAP, JAZZ, PUNK, OPERA, SAFARI, CHROME, EDGE, JO, MEG, BETH, AMY","POP, RAP, JAZZ, PUNK"
"BABY, WAYNE, KIM, JON, POP, RAP, JAZZ, PUNK, OPERA, SAFARI, CHROME, EDGE, JO, MEG, BETH, AMY","OPERA, SAFARI, CHROME, EDGE"
"BABY, WAYNE, KIM, JON, POP, RAP, JAZZ, PUNK, OPERA, SAFARI, CHROME, EDGE, JO, MEG, BETH, AMY","JO, MEG, BETH, AMY"
"TRUNK, MUZZLE, SNOUT, BEAK, BOXER, HUSKY, DALMATIAN, POODLE, BITE, WAVE, BARRIER, ASLEEP, STOP, YIELD, DETOUR, SLOW","TRUNK, MUZZLE, SNOUT, BEAK"
"TRUNK, MUZZLE, SNOUT, BEAK, BOXER, HUSKY, DALMATIAN, POODLE, BITE, WAVE, BARRIER, ASLEEP, STOP, YIELD, DETOUR, SLOW","BOXER, HUSKY, DALMATIAN, POODLE"
"TRUNK, MUZZLE, SNOUT, BEAK, BOXER, HUSKY, DALMATIAN, POODLE, BITE, WAVE, BARRIER, ASLEEP, STOP, YIELD, DETOUR, SLOW","BITE, WAVE, BARRIER, ASLEEP"
"TRUNK, MUZZLE, SNOUT, BEAK, BOXER, HUSKY, DALMATIAN, POODLE, BITE, WAVE, BARRIER, ASLEEP, STOP, YIELD, DETOUR, SLOW","STOP, YIELD, DETOUR, SLOW"
"BEACH BOY, BEATLE, BYRD, MONKEE, TWIST, MASHED POTATO, DOUGIE, MACARENA, ROLLING STONE, WIRED, FORTUNE, VOGUE, CHAIN, WEBSITE, SAUSAGE, GOLF COURSE","BEACH BOY, BEATLE, BYRD, MONKEE"
"BEACH BOY, BEATLE, BYRD, MONKEE, TWIST, MASHED POTATO, DOUGIE, MACARENA, ROLLING STONE, WIRED, FORTUNE, VOGUE, CHAIN, WEBSITE, SAUSAGE, GOLF COURSE","TWIST, MASHED POTATO, DOUGIE, MACARENA"
"BEACH BOY, BEATLE, BYRD, MONKEE, TWIST, MASHED POTATO, DOUGIE, MACARENA, ROLLING STONE, WIRED, FORTUNE, VOGUE, CHAIN, WEBSITE, SAUSAGE, GOLF COURSE","ROLLING STONE, WIRED, FORTUNE, VOGUE"
"BEACH BOY, BEATLE, BYRD, MONKEE, TWIST, MASHED POTATO, DOUGIE, MACARENA, ROLLING STONE, WIRED, FORTUNE, VOGUE, CHAIN, WEBSITE, SAUSAGE, GOLF COURSE","CHAIN, WEBSITE, SAUSAGE, GOLF COURSE"
"SUM, MAROON, U, BLINK, MILKY WAY, BOUNTY, CRUNCH, HEATH, HAMMER, ANVIL, STIRRUP, COCHLEA, GENESIS, SWITCH, WII, DREAMCAST","SUM, MAROON, U, BLINK"
"SUM, MAROON, U, BLINK, MILKY WAY, BOUNTY, CRUNCH, HEATH, HAMMER, ANVIL, STIRRUP, COCHLEA, GENESIS, SWITCH, WII, DREAMCAST","MILKY WAY, BOUNTY, CRUNCH, HEATH"
"SUM, MAROON, U, BLINK, MILKY WAY, BOUNTY, CRUNCH, HEATH, HAMMER, ANVIL, STIRRUP, COCHLEA, GENESIS, SWITCH, WII, DREAMCAST","HAMMER, ANVIL, STIRRUP, COCHLEA"
"SUM, MAROON, U, BLINK, MILKY WAY, BOUNTY, CRUNCH, HEATH, HAMMER, ANVIL, STIRRUP, COCHLEA, GENESIS, SWITCH, WII, DREAMCAST","GENESIS, SWITCH, WII, DREAMCAST"
"ELEPHANT, NARWHAL, HIPPO, WARTHOG, MOUSSE, FLAN, TIRAMISU, CHEESECAKE, FUDGE, SHOOT, HECK, DARN, WALRUS, HORSESHOE, PENCIL, HANDLEBAR","ELEPHANT, NARWHAL, HIPPO, WARTHOG"
"ELEPHANT, NARWHAL, HIPPO, WARTHOG, MOUSSE, FLAN, TIRAMISU, CHEESECAKE, FUDGE, SHOOT, HECK, DARN, WALRUS, HORSESHOE, PENCIL, HANDLEBAR","MOUSSE, FLAN, TIRAMISU, CHEESECAKE"
"ELEPHANT, NARWHAL, HIPPO, WARTHOG, MOUSSE, FLAN, TIRAMISU, CHEESECAKE, FUDGE, SHOOT, HECK, DARN, WALRUS, HORSESHOE, PENCIL, HANDLEBAR","FUDGE, SHOOT, HECK, DARN"
"ELEPHANT, NARWHAL, HIPPO, WARTHOG, MOUSSE, FLAN, TIRAMISU, CHEESECAKE, FUDGE, SHOOT, HECK, DARN, WALRUS, HORSESHOE, PENCIL, HANDLEBAR","WALRUS, HORSESHOE, PENCIL, HANDLEBAR"
"POLAND, GREECE, PORTUGAL, DENMARK, PARROT, MIMIC, ECHO, COPY, PETTY, CRUISE, HOLLAND, WAITS, MIX, MILD, LIVID, DILL","POLAND, GREECE, PORTUGAL, DENMARK"
"POLAND, GREECE, PORTUGAL, DENMARK, PARROT, MIMIC, ECHO, COPY, PETTY, CRUISE, HOLLAND, WAITS, MIX, MILD, LIVID, DILL","PARROT, MIMIC, ECHO, COPY"
"POLAND, GREECE, PORTUGAL, DENMARK, PARROT, MIMIC, ECHO, COPY, PETTY, CRUISE, HOLLAND, WAITS, MIX, MILD, LIVID, DILL","PETTY, CRUISE, HOLLAND, WAITS"
"POLAND, GREECE, PORTUGAL, DENMARK, PARROT, MIMIC, ECHO, COPY, PETTY, CRUISE, HOLLAND, WAITS, MIX, MILD, LIVID, DILL","MIX, MILD, LIVID, DILL"
"BERET, FEZ, BOWLER, FEDORA, POT, ASS, RABBIT, KNIFE, HEART, KIDNEY, LIVER, LUNG, SPINE, JACKET, COVER, PAGE","BERET, FEZ, BOWLER, FEDORA"
"BERET, FEZ, BOWLER, FEDORA, POT, ASS, RABBIT, KNIFE, HEART, KIDNEY, LIVER, LUNG, SPINE, JACKET, COVER, PAGE","POT, ASS, RABBIT, KNIFE"
"BERET, FEZ, BOWLER, FEDORA, POT, ASS, RABBIT, KNIFE, HEART, KIDNEY, LIVER, LUNG, SPINE, JACKET, COVER, PAGE","HEART, KIDNEY, LIVER, LUNG"
"BERET, FEZ, BOWLER, FEDORA, POT, ASS, RABBIT, KNIFE, HEART, KIDNEY, LIVER, LUNG, SPINE, JACKET, COVER, PAGE","SPINE, JACKET, COVER, PAGE"
"ZIP, TIFF, GIF, PDF, PENGUIN, KIWI, EMU, OSTRICH, DOC, HAPPY, GRUMPY, BASHFUL, COCONUT, BANANA, MANGO, PINEAPPLE","ZIP, TIFF, GIF, PDF"
"ZIP, TIFF, GIF, PDF, PENGUIN, KIWI, EMU, OSTRICH, DOC, HAPPY, GRUMPY, BASHFUL, COCONUT, BANANA, MANGO, PINEAPPLE","PENGUIN, KIWI, EMU, OSTRICH"
"ZIP, TIFF, GIF, PDF, PENGUIN, KIWI, EMU, OSTRICH, DOC, HAPPY, GRUMPY, BASHFUL, COCONUT, BANANA, MANGO, PINEAPPLE","DOC, HAPPY, GRUMPY, BASHFUL"
"ZIP, TIFF, GIF, PDF, PENGUIN, KIWI, EMU, OSTRICH, DOC, HAPPY, GRUMPY, BASHFUL, COCONUT, BANANA, MANGO, PINEAPPLE","COCONUT, BANANA, MANGO, PINEAPPLE"
"ADD, DIVIDE, SUBTRACT, MULTIPLY, SKATE, TANG, SOLE, TETRA, FLY, MOTH, GNAT, WASP, COPY, ALLEY, COOL, LAP","ADD, DIVIDE, SUBTRACT, MULTIPLY"
"ADD, DIVIDE, SUBTRACT, MULTIPLY, SKATE, TANG, SOLE, TETRA, FLY, MOTH, GNAT, WASP, COPY, ALLEY, COOL, LAP","SKATE, TANG, SOLE, TETRA"
"ADD, DIVIDE, SUBTRACT, MULTIPLY, SKATE, TANG, SOLE, TETRA, FLY, MOTH, GNAT, WASP, COPY, ALLEY, COOL, LAP","FLY, MOTH, GNAT, WASP"
"ADD, DIVIDE, SUBTRACT, MULTIPLY, SKATE, TANG, SOLE, TETRA, FLY, MOTH, GNAT, WASP, COPY, ALLEY, COOL, LAP","COPY, ALLEY, COOL, LAP"
"HIP, KNEE, SHOULDER, WRIST, MOTHER, AIRPLANE, OKLAHOMA, THEM, RAVEN, COWBOY, PACKER, BRONCO, SPIRAL, ELBOW, SHELL, BOWTIE","HIP, KNEE, SHOULDER, WRIST"
"HIP, KNEE, SHOULDER, WRIST, MOTHER, AIRPLANE, OKLAHOMA, THEM, RAVEN, COWBOY, PACKER, BRONCO, SPIRAL, ELBOW, SHELL, BOWTIE","MOTHER, AIRPLANE, OKLAHOMA, THEM"
"HIP, KNEE, SHOULDER, WRIST, MOTHER, AIRPLANE, OKLAHOMA, THEM, RAVEN, COWBOY, PACKER, BRONCO, SPIRAL, ELBOW, SHELL, BOWTIE","RAVEN, COWBOY, PACKER, BRONCO"
"HIP, KNEE, SHOULDER, WRIST, MOTHER, AIRPLANE, OKLAHOMA, THEM, RAVEN, COWBOY, PACKER, BRONCO, SPIRAL, ELBOW, SHELL, BOWTIE","SPIRAL, ELBOW, SHELL, BOWTIE"
"CONE, PYRAMID, CUBE, SPHERE, TOMATO, PEPPER, CUCUMBER, EGGPLANT, LIMA, POLISH, MOBILE, JOB, PAD, PHONE, MAC, POD","CONE, PYRAMID, CUBE, SPHERE"
"CONE, PYRAMID, CUBE, SPHERE, TOMATO, PEPPER, CUCUMBER, EGGPLANT, LIMA, POLISH, MOBILE, JOB, PAD, PHONE, MAC, POD","TOMATO, PEPPER, CUCUMBER, EGGPLANT"
"CONE, PYRAMID, CUBE, SPHERE, TOMATO, PEPPER, CUCUMBER, EGGPLANT, LIMA, POLISH, MOBILE, JOB, PAD, PHONE, MAC, POD","LIMA, POLISH, MOBILE, JOB"
"CONE, PYRAMID, CUBE, SPHERE, TOMATO, PEPPER, CUCUMBER, EGGPLANT, LIMA, POLISH, MOBILE, JOB, PAD, PHONE, MAC, POD","PAD, PHONE, MAC, POD"
"TROUBLE, SORRY, CLUE, RISK, HUNT, SMART, BOND, RYAN, CEMENT, SOUL, BAND, DUCKIE, SOLE, TONGUE, LACE, HEEL","TROUBLE, SORRY, CLUE, RISK"
"TROUBLE, SORRY, CLUE, RISK, HUNT, SMART, BOND, RYAN, CEMENT, SOUL, BAND, DUCKIE, SOLE, TONGUE, LACE, HEEL","HUNT, SMART, BOND, RYAN"
